time,close,open,high,low,VWAP,Volume,Volume MA,Upper Band,Lower Band,EMA 1,EMA 2,EMA 3,EMA 4,MA 1,MA 2,Shapes,Shapes,Super Trend Current Time Frame,Super Trend Higher Time Frame,Dynamic Super Trend Higher Time Frame,Current TF Up Super Trend Change,Current TF Down Super Trend Change,Higher TF Down Super Trend Change,Higher TF Down Super Trend Change,Dynamic Higher TF Down Super Trend,Dynamic Higher TF Down Super Trend,Plot,Up Trend,Down Trend,100 EMA plot,Trend Indicator,Long plot,Short plot,SuperTrend 1,SuperTrend 2,Close,SuperTrend,SuperTrend x2,Up Arrow,Down Arrow,Up Arrow,Down Arrow,Plot,Up Trend,Down Trend,Upper,Basis,Lower,Basis,Upper,Lower,Basis,Upper,Lower,MF,MF,Plot,ATR,ADX,Plot,Plot,OnBalanceVolume,Plot,EMA of vfi,vfi,Plot,Delta Time,Plot,RSI
2019-10-28T08:00:00-04:00,9389.96,9423.11,9437.94,9254.47,9514.565299,20991.909,33331.8924,9652.504472,9376.626127,9072.65872,8582.112396,8430.605584,8628.660489,8266.428,8231.63815,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9406.535,8584.428371,0,8430.605584,8345.968271,0,0,8942.571,8651.205968,0,8584.428371,7437.796743,0,0,0,0,9406.535,8624.874901,0,9447.236635,9098.66034,8750.084044,8924.24,10408.48,7440,9154.7105,10173.74184,8135.679163,55.64227415,0.07282251,1018.271706,335.740645,49.4839787,653.9886607,0,129476.847,0,4.978454391,5.913394241,50.96880854,100,8025.767103,62.45839968
2019-10-28T12:00:00-04:00,9410.59,9389.98,9493,9334.28,9494.135885,26704.18,33928.3584,9624.056513,9364.215258,9103.379745,8611.700882,8450.011216,8636.440883,8277.4683,8237.0542,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9400.285,8584.428371,0,8450.011216,8451.559947,0,0,9064.456,8740.012043,0,8584.428371,7437.796743,0,0,0,0,9400.285,8624.874901,0,9457.958593,9128.367926,8798.77726,8991.05,10408.48,7573.62,9246.487,9966.743124,8526.230876,63.97859468,0.062175257,939.3162353,323.0963132,49.13882557,499.0209,0,156181.027,0,5.26895968,6.576233481,64.83832593,100,8302.48617,62.87702263
2019-10-28T16:00:00-04:00,9217.36,9409.35,9494,9156.03,9464.693063,22347.175,33060.0869,9604.779596,9324.606531,9113.741586,8633.331565,8465.206241,8642.221172,8286.2784,8241.6746,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9313.355,8584.428371,0,8465.206241,8451.559947,0,0,9064.456,8740.012043,0,8584.428371,7437.796743,0,0,0,0,9313.355,8624.874901,0,9467.271961,9136.843362,8806.414762,9332.865,10408.48,8257.25,9294.129,9857.163353,8731.094647,56.42608092,0.018596639,817.6525294,324.1587194,47.9344891,327.7122107,0,133833.852,0,5.590153235,7.03552423,54.25942367,100,7723.318007,56.51975454
2019-10-28T20:00:00-04:00,9299,9215.78,9315.19,9200,9271.396667,9694.665,29866.8235,9271.396667,9271.396667,9130.58326,8657.105437,8481.717009,8648.756285,8296.0709,8246.4348,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9257.39,8584.428371,0,8481.717009,8556.723022,0,0,9064.456,8740.012043,0,8584.428371,7437.796743,0,0,0,0,9257.39,8624.874901,0,9461.191591,9152.286851,8843.382112,9474.135,10408.48,8539.79,9327.4925,9801.629029,8853.355971,59.58862435,-0.014535214,734.1624118,309.2323823,46.81617666,193.4554214,0,143528.517,0,5.85186917,7.029590879,23.53885605,100,7419.46143,58.4320302
2019-10-29T00:00:00-04:00,9455,9299.48,9569.1,9299.43,9399.515339,29813.443,30340.66315,9472.574178,9326.4565,9160.075691,8685.601672,8500.989939,8656.77861,8306.933,8251.55945,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9377.24,8584.428371,0,8500.989939,8568.561162,0,0,9064.456,8770.709457,0,8584.428371,7604.119406,0,0,0,0,9377.24,8624.874901,0,9486.140941,9181.116675,8876.092409,9517.685,10408.48,8626.89,9367.7425,9727.989101,9007.495899,61.48877813,-0.018329118,692.6367941,306.4372121,46.37669358,93.63812857,0,173341.96,0,5.973205368,6.519218261,72.38768367,100,7855.587929,61.88185145
2019-10-29T04:00:00-04:00,9444.65,9454.58,9499.99,9356.7,9409.982794,17378.063,26210.0548,9472.880468,9347.085121,9185.946083,8712.710541,8519.676277,8664.618127,8318.2996,8256.9737,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9449.615,8584.428371,0,8519.676277,8651.170996,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9449.615,8624.874901,0,9495.065926,9206.215087,8917.364248,9402.055,9930.13,8873.98,9361.8215,9712.805498,9010.837502,57.34319863,-0.02339147,648.007,294.7838398,45.96860214,61.78262143,0,155963.897,0,6.02855065,6.277604415,42.19431238,100,7972.789913,61.51706908
2019-10-29T08:00:00-04:00,9354.63,9442.78,9475,9269,9397.521581,22639.249,25780.63035,9454.267264,9340.775899,9201.280985,8735.636236,8536.210014,8671.483917,8328.8437,8261.85185,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9398.705,8584.428371,0,8536.210014,8686.145139,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9398.705,8624.874901,0,9500.915596,9220.34984,8939.784085,9402.055,9930.13,8873.98,9355.153,9701.329302,9008.976698,54.98071991,-0.014193629,582.8915,288.442137,45.11486297,19.72529286,0,133324.648,0,5.992893198,5.832434668,62.17058042,100,7268.694865,58.29815978
2019-10-29T12:00:00-04:00,9233.39,9352.65,9411.92,9070,9360.185311,24387.808,25198.9069,9443.910942,9276.459681,9204.199986,8753.413156,8550.015558,8677.075022,8337.8125,8266.0834,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9293.02,8584.428371,0,8550.015558,8686.145139,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9293.02,8624.874901,0,9508.29294,9221.59176,8934.890581,9402.055,9930.13,8873.98,9355.3205,9701.257652,9009.383348,47.48819113,-0.019390416,513.2447647,292.2619843,43.33113131,-57.13798214,0,108936.84,0,5.685693958,4.303297377,66.9723708,100,6816.730832,54.18580798
2019-10-29T16:00:00-04:00,9415.02,9231.38,9492.86,9221.15,9362.879086,20789.786,24356.24565,9439.544503,9286.213669,9223.365442,8777.041972,8567.144359,8684.417758,8348.7691,8273.5494,1,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9323.2,8584.428371,0,8567.144359,8686.145139,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9323.2,8624.874901,0,9525.215559,9240.013498,8954.811436,9402.055,9930.13,8873.98,9366.0765,9705.327803,9026.825197,44.48242876,0.013932438,475.1497059,290.7939855,41.92224058,-93.07837143,0,129726.626,0,5.315373435,3.64893108,69.29994733,100,7369.177286,58.86695821
2019-10-29T20:00:00-04:00,9288.18,9415.02,9418.65,9235.25,9314.026667,17681.781,23740.5414,9314.026667,9314.026667,9229.257674,8795.296901,8581.422293,8690.425342,8358.1995,8279.3347,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9351.6,8584.428371,0,8581.422293,8687.509971,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9351.6,8624.874901,0,9519.622639,9244.600783,8969.578928,9466,9930.13,9001.87,9380.2855,9679.079004,9081.491996,34.98164092,0.016841109,397.8487647,283.1229865,40.6139849,-171.1059321,0,112044.845,0,4.950383701,3.307929896,59.30808126,100,7212.589853,54.66622621
2019-10-30T00:00:00-04:00,9176.05,9287.69,9344,9155,9270.537731,16892.44,23921.06145,9315.031131,9226.044331,9224.420613,8808.895226,8593.197099,8695.257429,8365.9461,8284.9142,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9231.87,8584.428371,0,8593.197099,8727.007118,0,0,9113.107,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9231.87,8624.874901,0,9504.491807,9238.072137,8971.652467,9498.1,9930.13,9066.07,9377.477,9682.769904,9072.184096,36.50705422,-0.025763561,309.2106471,276.399916,38.97971299,-244.2692071,0,95152.405,0,4.622422226,3.146595589,56.66048031,100,6802.412198,51.18864496
2019-10-30T04:00:00-04:00,9108.87,9176.08,9253,9005.41,9219.381932,18242.144,24238.98345,9298.475135,9140.288728,9213.916012,8819.608611,8603.408443,8699.372977,8372.7348,8290.3586,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9142.475,8584.428371,0,8603.408443,8727.381815,0,0,9511.013,8852.237305,1,8584.428371,7695.239966,0,0,0,0,9142.475,8624.874901,0,9490.303875,9225.767172,8961.230469,9467.77,9930.13,9005.41,9376.0785,9685.989204,9066.167796,26.23438736,-0.01328032,211.0972353,274.3420649,36.72996611,-330.2228393,0,76910.261,0,4.141732499,1.978628731,61.18764612,100,6125.611755,49.17044055
2019-10-30T08:00:00-04:00,9102.91,9108.88,9181,8975.72,9183.25579,19729.118,24876.41385,9272.968127,9093.543453,9203.824556,8829.726518,8613.299563,8703.38827,8381.0173,8295.5731,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9105.895,8584.428371,0,8613.299563,8751.880128,0,0,9511.013,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9105.895,8624.874901,0,9472.677522,9214.066489,8955.455456,9452.925,9930.13,8975.72,9373.324,9691.799831,9054.848169,27.26596098,-0.005162982,130.3500294,269.4090603,34.50064782,-405.0361036,0,57181.143,0,3.600769519,1.166436105,66.17524182,100,5484.708492,48.98591619
2019-10-30T12:00:00-04:00,9213.28,9103.86,9213.32,9020,9176.76332,16883.725,24069.5522,9258.67759,9094.849049,9204.684142,8843.424856,8625.180364,8708.46182,8390.285,8301.6991,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9158.57,8584.428371,0,8625.180364,8779.712966,0,0,9511.013,8852.237305,0,8584.428371,7695.239966,0,0,0,0,9158.57,8624.874901,0,9466.073515,9213.991585,8961.909656,9452.925,9930.13,8975.72,9369.789,9693.67666,9045.90134,33.37110248,0.064143022,32.765,263.9741274,32.57208101,-438.7290464,0,74064.868,0,3.203990945,1.418487362,56.63124853,100,5415.583529,52.53801442
2019-10-30T16:00:00-04:00,9165.3,9213.2,9240,9136.84,9177.125793,9035.65,22485.26175,9255.199529,9099.052057,9201.103765,8854.920397,8635.875802,8713.007473,8398.9163,8307.6401,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9189.25,8584.428371,0,8635.875802,8855.089686,0,0,9415.372,8852.237305,0,8584.428371,7765.281581,0,0,0,0,9189.25,8624.874901,0,9446.544028,9209.354291,8972.164555,9452.925,9930.13,8975.72,9351.5435,9678.327518,9024.759482,38.14733486,0.010815223,-47.15438235,252.487404,30.90218246,-448.9197929,0,65029.218,0,2.975079836,1.944979847,30.30730131,100,5403.875259,50.87945435
2019-10-30T20:00:00-04:00,9110,9163.4,9216,9065,9130.333333,8839.037,20867.92385,9130.333333,9130.333333,9192.821605,8864.030383,8645.2644,8716.957648,8407.2202,8313.2366,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9136.7,8584.428371,0,8645.2644,8892.361159,0,0,9415.372,8852.237305,0,8584.428371,7769.075423,0,0,0,0,9136.7,8624.874901,0,9428.462741,9199.891978,8971.321215,9452.925,9930.13,8975.72,9321.044,9616.991637,9025.096363,30.25340089,-0.056418741,-116.0498235,245.2383037,28.95851755,-438.1671571,0,56190.181,0,2.792795225,1.972514477,36.24367143,100,5296.684375,48.96097479
2019-10-31T00:00:00-04:00,9108.25,9109,9214.64,9079.92,9132.572924,11664.664,19963.5774,9134.522477,9130.623371,9185.133277,8872.752512,8654.432432,8720.851104,8415.7877,8317.89525,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9108.625,8584.428371,0,8654.432432,8933.610993,0,0,9415.372,8852.237305,0,8584.428371,7832.165881,0,0,0,0,9108.625,8624.874901,0,9410.349857,9191.164171,8971.978484,9452.925,9930.13,8975.72,9299.7905,9592.744756,9006.836244,36.32460873,-0.046832725,-144.1445294,237.3441392,27.15368585,-432.0667393,0,44525.517,0,2.494589136,1.152661732,47.82989927,100,5466.707549,48.89813935
2019-10-31T04:00:00-04:00,9121,9106.53,9160.42,8933,9103.64101,18441.223,19064.90205,9134.180713,9073.101307,9179.302979,8881.618494,8663.671394,8724.832685,8423.7261,8322.6802,1,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9113.765,8584.428371,0,8663.671394,8933.610993,0,0,9415.372,8852.237305,0,8584.428371,7832.165881,0,0,0,0,9113.765,8624.874901,0,9404.490986,9184.481869,8964.472751,9313.115,9693.23,8933,9274.2845,9534.394733,9014.174267,35.12088057,0.030502789,-165.7123235,236.6352721,25.74124747,-389.8044964,0,62966.74,0,1.999040962,-0.23092582,75.61656628,100,4760.07387,49.40758382
2019-10-31T08:00:00-04:00,9218.7,9122,9438.64,9119.11,9168.628196,28062.578,18968.04525,9248.647987,9088.608405,9182.884527,8893.657119,8674.662059,8729.746788,8432.4526,8327.7149,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9170.35,8588.991382,0,8674.662059,8933.610993,0,0,9415.372,8852.237305,0,8588.991382,7899.107763,0,0,0,0,9170.35,8624.874901,0,9417.701944,9187.740738,8957.779532,9251.05,9569.1,8933,9262.857,9511.391699,9014.322301,34.51398544,0.018348738,-152.5978529,242.5563241,24.74685928,-332.7155607,0,91029.318,0,1.515615301,-0.659800174,134.9825246,100,5093.14096,53.25332395
2019-10-31T12:00:00-04:00,9220.35,9218.7,9272,9202,9177.894993,11594.526,18590.6582,9255.063147,9100.726839,9186.290479,8905.324722,8685.467761,8734.628412,8441.5192,8333.1505,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9219.525,8595.104744,0,8685.467761,8933.610993,0,0,9391,8852.237305,0,8595.104744,7953.209487,0,0,0,0,9219.525,8624.874901,0,9404.811468,9190.846382,8976.881297,9251.05,9569.1,8933,9252.6245,9490.224961,9015.024039,35.3840804,-0.016632314,-134.6264118,230.2308724,23.82349881,-273.5017893,0,102623.844,0,1.086022636,-0.847144356,41.3166816,100,5066.061388,53.31786252
2019-10-31T16:00:00-04:00,9150,9221.45,9250,9011,9169.522845,20234.016,18552.76355,9240.290775,9098.754915,9182.991344,8914.063125,8694.666419,8738.761462,8450.2218,8338.58015,0,1,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9185.725,8595.104744,0,8694.666419,8933.610993,0,0,9391,8852.237305,0,8595.104744,7953.209487,0,0,0,0,9185.725,8624.874901,0,9403.424827,9186.956251,8970.487674,9251.05,9569.1,8933,9240.6265,9473.461894,9007.791106,35.81510034,-0.034751899,-124.0742059,230.8572386,22.27288092,-229.6593036,0,82389.828,0,0.725796239,-0.895222549,72.10319736,100,4587.68127,50.13943128
2019-10-31T20:00:00-04:00,9073.9,9149.88,9155,9060,9096.3,8388.484,17636.97875,9096.3,9096.3,9173.073949,8919.771585,8702.175995,8742.096174,8458.0158,8343.21635,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9111.89,8595.104744,0,8702.175995,8970.296784,0,0,9316.5,8852.237305,0,8595.104744,7953.209487,0,0,0,0,9111.89,8624.874901,0,9380.510708,9176.188989,8971.867269,9251.05,9569.1,8933,9223.792,9453.706649,8993.877351,38.37931391,-0.050468725,-128.7269706,221.1531501,20.83302146,-197.8767536,0,74001.344,0,0.316677882,-1.524354721,29.8920648,100,4505.228007,46.88356924
2019-11-01T00:00:00-04:00,9110,9073.9,9147.4,9051,9099.121619,6434.652,16841.3526,9102.343263,9095.899975,9167.339954,8926.565457,8710.251718,8745.756909,8465.954,8347.78945,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9091.95,8595.104744,0,8710.251718,9022.310101,0,0,9311.28,8852.237305,0,8595.104744,7953.209487,0,0,0,0,9091.95,8624.874901,0,9363.414823,9169.885275,8976.355728,9251.05,9569.1,8933,9218.424,9453.640781,8983.207219,34.05876422,-0.006305458,-114.0205882,212.2422108,19.54330215,-191.1824179,0,80435.996,0,-0.077139348,-1.849316884,22.92965386,100,4218.175135,48.58905997
2019-11-01T04:00:00-04:00,9166.17,9110.46,9280,9097,9145.706403,19534.015,17333.3201,9186.34213,9105.070675,9167.233595,8935.122762,8719.279803,8749.940124,8475.8411,8352.9692,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9138.315,8611.070222,0,8719.279803,9022.310101,0,0,9311.28,8852.237305,0,8611.070222,8033.640444,0,0,0,0,9138.315,8624.874901,0,9362.008032,9169.53144,8977.054847,9251.05,9569.1,8933,9211.7825,9445.016489,8978.548511,42.95682751,-0.039982211,-135.9635294,210.1534815,18.66051899,-173.5989036,0,99970.011,0,-0.305788324,-1.334708718,69.60876866,100,4442.970496,51.21387504
2019-11-01T08:00:00-04:00,9084.37,9166.17,9258.32,9062,9141.378174,22943.062,16989.80105,9173.286616,9109.469731,9159.70054,8940.45302,8726.509312,8753.267784,8485.0847,8357.97565,0,1,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9125.27,8611.070222,0,8726.509312,9022.310101,0,0,9311.28,8852.237305,0,8611.070222,8033.640444,0,0,0,0,9125.27,8624.874901,0,9354.28176,9161.420826,8968.559893,9216.495,9499.99,8933,9193.251,9404.059601,8982.442399,41.80993528,-0.106415932,-151.5921176,209.1653757,17.63552004,-155.38975,0,77026.949,0,-0.517804563,-1.471877636,81.75678656,100,4222.908988,47.41712548
2019-11-01T12:00:00-04:00,9171.05,9084.37,9215,9050.27,9142.210948,14777.767,16859.78625,9170.708179,9113.713718,9160.73231,8948.688627,8735.312098,8757.424821,8495.117,8363.4653,1,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9127.71,8611.070222,0,8735.312098,9022.310101,0,0,9311.28,8852.237305,0,8611.070222,8033.640444,0,0,0,0,9127.71,8624.874901,0,9352.38573,9162.337891,8972.290051,9212.93,9492.86,8933,9179.571,9356.064575,9003.077425,49.28855626,-0.098525191,-147.9190882,205.9914203,16.61232544,-112.5420214,0,91804.716,0,-0.725115352,-1.658013903,52.66004784,100,4095.028261,51.51868473
2019-11-01T16:00:00-04:00,9231.01,9169.9,9270,9169.89,9156.374953,15178.969,16486.77225,9196.667272,9116.082635,9167.12119,8958.771533,8745.127898,8762.137111,8506.0259,8369.79185,0,0,8877.340815,8161.242306,7976.272848,0,0,0,0,0,0,9200.455,8676.782832,0,8745.127898,9057.237351,0,0,9311.28,8852.237305,0,8676.782832,8133.620664,0,0,0,0,9200.455,8648.601843,0,9349.932147,9168.878091,8987.824035,9212.93,9492.86,8933,9173.39,9332.755073,9014.024927,57.49165089,-0.078999568,-127.5453824,198.4284617,15.98102628,-65.3976,0,106983.685,0,-0.858184204,-1.456994041,54.08971692,100,4659.939211,54.18110541
2019-11-01T20:00:00-04:00,9235.12,9231.7,9267.83,9202.08,9235.01,8695.995,15702.1816,9235.01,9235.01,9173.3029,8968.641121,8754.830711,8766.843409,8517.7738,8376.18545,0,0,8877.340815,8161.242306,7998.056096,0,0,0,0,0,0,9233.41,8726.384049,0,8754.830711,9114.344873,0,0,9311.28,8903.197406,0,8726.384049,8217.813098,0,0,0,0,9233.41,8694.786273,0,9344.710495,9175.186845,9005.663194,9212.93,9492.86,8933,9173.4765,9332.973569,9013.979431,55.80452496,-0.07936934,-95.19820588,188.9514287,15.39481992,-30.5135,0,115679.68,0,-0.777804901,-0.416098033,30.98786933,100,5069.680565,54.36609818
